hospital_name,ccn,phone_number,address,state,hospital_website,filename,file_url,page_url,content_sha256,source
Central Valley Specialty Hospital Inc,052055,(209) 248-7700,"730 17th St Modesto CA 95354, Modesto, CA, 95354",CA,https://centralvalleyspecialty.com/,461079904_central-valley-specialty-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbCVSHMODESTOCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/AmericanAdvancedCentral.aspx,59ce4bb123aebe3aa981c96f1fd3cef4ae9e6209b4a927008f3e14adfb94aa8d,mrfs.csv
Loma Linda University Childrens Hospital,050778,(800) 825-5437,"11234 Anderson Street, Loma Linda, CA 92354, Loma Linda, CA, 92354",CA,https://lluch.org/?rsource=childrens-hospital.lomalindahealth.org%2F,463214504_loma-linda-university-childrens-hospital_standardcharges.csv,https://pricetransparency.healthcare/llu-ch/charges/export,https://pricetransparency.healthcare/llu-ch/charges/,ce48347358f472aadba0aea4d5827340b27cc19f4b403afb914062ee08fdec42,mrfs.csv
Heritage Oaks Hospital,054104,(916) 489-3336,"4250 AUBURN BOULEVARD, SACRAMENTO, CA 95841, Sacramento, CA, 95841",CA,https://heritageoakshospital.com/,621658494_heritage-oaks_standardcharges.csv,https://uhsfilecdn.eskycity.net/bh/621658494_heritage-oaks_standardcharges.csv,https://heritageoakshospital.com/standard-services,c020b03b02908c373abe29958c79b6f46efe4aa712afb7f1febedc5b55a22784,mrfs.csv
Sierra Vista Hospital,054087,916-288-0300,"8001 BRUCEVILLE ROAD, SACRAMENTO, CA 95823, Sacramento, CA, 95823",CA,https://sierravistahospital.com/,621658512_sierra-vista_standardcharges.csv,https://uhsfilecdn.eskycity.net/bh/621658512_sierra-vista_standardcharges.csv,https://sierravistahospital.com/standard-services/,a776a54a870a45a60808145dccae21eabe0667b0e51dea436d8d51ba7f93c7f6,mrfs.csv
Alhambra Hospital,054032,(626) 286-1191,"4619 N ROSEMEAD BLVD, ROSEMEAD, CA 91770, Rosemead, CA, 91770",CA,https://bhcalhambra.com/,621658521_alhambra_standardcharges.csv,https://uhsfilecdn.eskycity.net/bh/621658521_alhambra_standardcharges.csv,https://www.bhcalhambra.com/standard-services/,c1859e5b0c2ef6d090db762f3230b311d62d584bfb71067f7c827ddc98edf11f,mrfs.csv
Fremont Hospital,054110,(510) 796-1100,"39001 SUNDALE DRIVE, FREMONT, CA 94538, Fremont, CA, 94538",CA,https://fremonthospital.com/,621658532_fremont_standardcharges.csv,https://uhsfilecdn.eskycity.net/bh/621658532_fremont_standardcharges.csv,https://fremonthospital.com/standard-services,60cb56449ce7c54843a215ba73c38e6b5551fb447c60f1bc8fec8d4d643d0942,mrfs.csv
Hoag Orthopedic Institute,050769,(855) 999-4641,"16250 Sand Canyon Avenue, Irvine, CA 92618, Irvine, CA, 92618",CA,https://www.hoagorthopedicinstitute.com/locations/hoag-orthopedic-institute/,611588294_hoag-orthopedic-institute_standardcharges.csv,https://www.hoagorthopedicinstitute.com/documents/611588294_hoag-orthopedic-institute_standardcharges.csv,https://www.hoagorthopedicinstitute.com/for-patients/billing-and-insurance/,aa9422a7f9eca927b17d8fcc071717275ef856bfcb673e33fe4171740f5c2a4d,mrfs.csv
Encompass Health Rehabilitation Hospital of Modesto,053040,(209) 857-3400,"1303 Mable Avenue, Modesto, CA 95355-1119, Modesto, CA, 95355",CA,https://www.encompasshealth.com/locations/modesto-rehab,464417320_Encompass-Health-Rehabilitation-Hospital-of-Modesto_standardcharges.csv,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/464417320_Encompass-Health-Rehabilitation-Hospital-of-Modesto_standardcharges.csv,https://www.encompasshealth.com/locations/modesto-rehab/financial-information/price-transparency,327f503d29b5a0cdfd23733f72afaf98b8d98061a71ddb1123c0d6d7da882858,mrfs.csv
Encompass Health Rehabilitation Hospital of Bakersfield,053031,661-323-5500,"5001 Commerce Drive, Bakersfield, CA 93309-0648, Bakersfield, CA, 93309",CA,https://www.encompasshealth.com/locations/bakersfield-rehab,631184845_Encompass-Health-Rehabilitation-Hospital-of-Bakersfield_standardcharges.csv,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/631184845_Encompass-Health-Rehabilitation-Hospital-of-Bakersfield_standardcharges.csv,https://www.encompasshealth.com/locations/bakersfield-rehab/financial-information/price-transparency,2ad31dfa047b95aad588aa2ad1b046ddf7983888f91f7f8f289586329491301c,mrfs.csv
Modoc Medical Center,051330,530-708-8800,"1111 N Nagle St Alturas CA 96101, Alturas, CA, 96101",CA,https://modocmedicalcenter.org/,680095320_modoc-medical-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMMCALTURASCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Modoc_Medical_Center.aspx,4433361e1d857cfd9b5f2e06bc6ffed60c256bebf1a4f2e89ba7c0e97547f813,mrfs.csv
Willits Hospital Inc,051310,(707) 459-6801,"1 Marcela Dr Willits CA 95490, Willits, CA, 95490",CA,https://www.adventisthealth.org/howard-memorial/,680108919_willits-hospital-inc_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHHMWILLITSCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,4c7412b57c0e8d07782ff4b975a2fd07e4576854565f1bb2ed1fcc5562e0d5dd,mrfs.csv
Adventist Health Delano,050608,(661) 725-4800,"1401 Garces Hwy Delano CA 93215, Delano, CA, 93215",CA,https://www.adventisthealth.org/delano/,611823825_adventist-health-delano_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbDRMCDELANOCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,df41ad08be3287e24fe7ef318e48f71808858b7347d9066f4edc4591c61fdae2,mrfs.csv
Adventist Health Clearlake Hospital Inc,051317,(707) 202-5955,"15630 18th Ave Clearlake CA 95422, Clearlake, CA, 95422",CA,https://www.adventisthealth.org/clear-lake/,680395149_adventist-health-clearlake-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHCLCLEARLAKECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,28ad587d0e43748a96033f0342eb0edb38fb5d96710e0b6c9296ac2d48f8119f,mrfs.csv
Barstow Community Hospital,050298,(760) 256-1761,"820 E Mountain View St Barstow CA 92311, Barstow, CA, 92311",CA,https://barstowhospital.com/,760385534_barstow-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbBCHBARSTOWCA&type=CDMWithoutLabel&fileType=CSV,,c4f3d46ba5cb36f43a48934cb8f04502fc1d7f7563b521c716db47ed825e4cad,mrfs.csv
"Pipeline Health System Holdings, LLC",050771,(562) 868-3751,"13100 Studebaker Road, Norwalk, CA 90650, Norwalk, CA, 90650",CA,https://www.coastplazahospital.com/,"760594558-1063412005_pipeline-health-system-holdings,-llc_standardcharges.csv",https://sthpiprd.blob.core.windows.net/machine-readable-files/8428/760594558-1063412005_pipeline-health-system-holdings%2C-llc_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/CoastPlazaHospital/8428,67daac80434d0a5892f37a88333382dec081310a3a55d773a93a3b15207ceafb,"mrfs.csv,downloaded"
Fairchild Medical Center,051316,(530) 842-4121,"444 Bruce St Yreka CA 96097, Yreka, CA, 96097",CA,https://fairchildmed.org/,680350012_fairchild-medical-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbFMCYREKACA&type=CDMWithoutLabel&fileType=CSV,,0fd6d1c01f17bae073e1d4bd18071dd383b62459bb6e7e1912680ef4aa399801,mrfs.csv
Banner Lassen Medical Center,051320,(530) 252-2000,"1800 Spring Ridge Drive, Susanville, CA 96130, Susanville, CA, 96130",CA,https://www.bannerhealth.com/locations/susanville/banner-lassen-medical-center,680422620_banner-lassen-medical-center_standardcharges.csv,https://images.pricetransparency.healthcare/public-mrfs/banner/680422620_banner-lassen-medical-center_standardcharges.csv,https://www.bannerhealth.com/patients/billing/pricing-resources/hospital-price-transparency,7e821117b441f0863624e081252c93c46b3d669df1d738a0b4b6aca5d08877f9,"mrfs.csv,downloaded"
Madera Community Hospital,050568,559-675-5415,"1250 EAST ALMOND AVENUE MADERA CA 93637, Madera, CA, 93637",CA,https://maderahospital.org/,237429117_madera-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMCHMADERACA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/Madera_Community.aspx,d0443a280fcf9c863984fd7b04c3e20f80193e18f5a18af49cb85d38987d6ad2,mrfs.csv
Mountains Community Hospital,051312,909-336-3651,"29101 Hospital Road, Lake Arrowhead CA 92352, Lake Arrowhead, CA, 92352",CA,https://www.mchcares.com/,262201665_sanbernardino-mountains-community-hospital_standardcharges.csv,https://mountains.pt.panaceainc.com/MRFDownload/mountains/mountainscommunityhospital,https://www.mchcares.com/price-transparency/,a5e1e797294208f1dc6e811b48333f8128e996717da5b072d5fb53abe2f38c5b,mrfs.csv
"Martin Luther King, Jr Los Angeles MLKLA Healthcare Corporation",050779,(424) 338-8000,"1680 E 120th St, Los Angeles, CA 90059-3019, Los Angeles, CA, 90059",CA,https://www.mlkch.org/visiting-hospital,"274658935_martin-luther-king,-jr-los-angeles-mlkla-healthcare-corporation_standardcharges.csv",https://sthpiprd.blob.core.windows.net/machine-readable-files/7906/274658935_martin-luther-king%2C-jr-los-angeles-mlkla-healthcare-corporation_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/MartinLutherKingJrCommunityHospital/7906,8119498abe1e35724998a70589c79479da21b9019653d774c68647af3d166e16,"mrfs.csv,downloaded"
"Martin Luther King, Jr Los Angeles MLKLA Healthcare Corporation",050779,(424) 338-8000,"1680 E 120th St, Los Angeles, CA 90059-3019, Los Angeles, CA, 90059",CA,https://www.mlkch.org/visiting-hospital,"274658935_martin-luther-king,-jr-los-angeles-mlkla-healthcare-corporation_standardcharges.csv",https://sthpiprd.blob.core.windows.net/machine-readable-files/7906/274658935_martin-luther-king%2C-jr-los-angeles-mlkla-healthcare-corporation_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/MartinLutherKingJrCommunityHospital/7906,8119498abe1e35724998a70589c79479da21b9019653d774c68647af3d166e16,"mrfs.csv,downloaded"
Encompass Health Rehabilitation Hospital of Tustin,053034,(714)832-9200,"15120 Kensington Park Dr, Tustin, CA 92782-1801, Tustin, CA, 92782",CA,https://www.encompasshealth.com/locations/tustin-rehab,330695017_Encompass-Health-Rehabilitation-Hospital-of-Tustin_standardcharges.csv,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/330695017_Encompass-Health-Rehabilitation-Hospital-of-Tustin_standardcharges.csv,https://www.encompasshealth.com/locations/tustin-rehab/financial-information/price-transparency,2ccaae651cb80bfeaabe4db2c3eebac025f781dc55649e2c49a6890c11af76b6,mrfs.csv
Sutter Surgical Hospital - North Valley,050766,(530) 749-5700,"455 Plumas Blvd, Yuba City, CA 95991, Yuba City, CA, 95991",CA,https://www.sutterhealth.org/find-location/facility/sutter-surgical-hospital-north-valley-1043246956,352182617-1336333954_sutter-north-valley-surgical-hospital_standardcharges.csv,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/352182617-1336333954_sutter-north-valley-surgical-hospital_standardcharges.csv,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,988d6eaee5de8911886b9636849d6d45c46288c85ca692975888888dedf4e325,"mrfs.csv,manifest.json,downloaded"
Loma Linda University Medical Center - Murrieta,050770,951-704-1924,"28062 Baxter Road, Murrieta, CA 92563, Murrieta, CA, 92563",CA,https://lluh.org/locations/loma-linda-university-medical-center-murrieta,371705906_loma-linda-university-medical-center--murrieta_standardcharges.csv,https://pricetransparency.healthcare/llu-murrieta/charges/export,https://pricetransparency.healthcare/llu-murrieta/charges/,78b222a6a5a4155fc301d57d00b410754e1b94acb9073e811f6ad8b5a1cb7474,mrfs.csv
Reedley Community Hospital,050192,(559) 638-8155,"372 W Cypress Ave Reedley CA 93654, Reedley, CA, 93654",CA,https://www.adventisthealth.org/reedley/,453220509_reedley-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHRREEDLEYCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,3555c240763934d0bb54af3a2be75a98035fcf8e4ba676dea5dc6feced258b1a,mrfs.csv
"Pipeline Health System Holdings, LLC",050641,(323) 268-5514,"4060 E Whittier Blvd, Los Angeles, CA 90023, Los Angeles, CA, 90023",CA,https://www.eladoctorshospital.com/,"760594559_pipeline-health-system-holdings,-llc_standardcharges.csv","https://sthpiprd.blob.core.windows.net/machine-readable-files/8429/760594559_pipeline-health-system-holdings,-llc_standardcharges.csv",https://search.hospitalpriceindex.com/hpi2/machineReadable/EastLosAngelesDoctorsHospital/8429,5261c365e20842a46492106dc2ddc63a565cc1d2c8f96fa4ac9625bd585c83de,"mrfs.csv,downloaded"
"Pipeline Health System Holdings, LLC",050468,(310) 532-4200,"1145 West Redondo Beach Blvd, Gardena, CA 90247, Gardena, CA, 90247",CA,https://www.memorialhospitalgardena.com/,"760594558-1194016923_pipeline-health-system-holdings,-llc_standardcharges.csv",https://sthpiprd.blob.core.windows.net/machine-readable-files/8430/760594558-1194016923_pipeline-health-system-holdings%2C-llc_standardcharges.csv,https://search.hospitalpriceindex.com/hpi2/machineReadable/MemorialHospitalOfGardena/8430,59de127884ec6543ae69d6ab4be4e5cc3cdec317949f5bb9e9e61034f8396803,"mrfs.csv,downloaded"
Adventist Health Medical Center Tehachapi,051301,(661) 823-3000,"1100 Magellan Dr Tehachapi CA 93561, Tehachapi, CA, 93561",CA,https://www.adventisthealth.org/tehachapi-valley/,812240617_adventist-health-medical-center-tehachapi_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbTHTEHACHAPICA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency,574e602510bef8428a607b4cc3246792313805780143960455783625577537e9,mrfs.csv
Colusa Regional Medical Center,050783,(530) 619-0800,"199 E Webster St Colusa CA 95932, Colusa, CA, 95932",CA,https://colusamedcenter.com/,814005462_colusa-regional-medical-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbCRMCCOLUSACA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/AmericanAdvancedColusa.aspx,865158a1886db875baeecf2f9b8f590a362aa1e08d4a9332bffa1ef511889d16,mrfs.csv
Encompass Health Rehabilitation Hospital of Murrieta,053042,(951) 246-6500,"35470 Whitewood Road, Murrieta, CA 92563-2415, Murrieta, CA, 92563",CA,https://www.encompasshealth.com/locations/murrieta-rehab,823473130_Encompass-Health-Rehabilitation-Hospital-of-Murrieta_standardcharges.csv,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/823473130_Encompass-Health-Rehabilitation-Hospital-of-Murrieta_standardcharges.csv,https://www.encompasshealth.com/locations/murrieta-rehab/financial-information/price-transparency,63ba9e3e53071adaffa3642ebbf021bbcfedbb63f6f7dbab36988c523972c578,mrfs.csv
Sonoma Specialty Hospital LLC,052057,(707) 823-8511,"501 PETALUMA AVENUE SEBASTOPOL CA 95472, Sebastopol, CA, 95472",CA,https://sonomaspecialtyhospital.org/,831534467_sonoma-specialty-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSSHSEBASTOPOLCA&type=CDMWithoutLabel&fileType=CSV,https://apps.para-hcfs.com/PTT/FinalLinks/AmericanAdvancedSonoma.aspx,4df072dc631ff41c687cdd1e6dbf3ce8cd7585f31a11936a37a92d8f9bf34a7b,mrfs.csv
USC Verdugo Hills Hospital,050124,(818) 790-7100,"1812 Verdugo Blvd, Glendale, CA 91209, Glendale, CA, 91209",CA,https://uscvhh.org/,851634852_usc-verdugo-hills-hospital_standardcharges.csv,https://hospitalpricedisclosure.com/download.aspx?pi=h0rmgXMGiSXmDqPqnFmWhA*-*,https://hospitalpricedisclosure.com/default.aspx?ci=9pu5*_*S9I3IlIh8XJQHHcBw*-*,ded30b4d0a43531670a25f9089215babf37210922506d9d71a32ea0448cd4efc,"mrfs.csv,manifest.json"
Keck Hospital of USC,050696,800-872-2273,"1500 San Pablo Street, Los Angeles, CA 90033, Los Angeles, CA, 90033",CA,https://www.keckmedicine.org/about/keck-hospital-of-usc/,851644866_keck-hospital-of-usc_standardcharges.csv,https://hospitalpricedisclosure.com/download.aspx?pi=5fSixiuBb0ZpZwZgOthF7A*-*,https://hospitalpricedisclosure.com/default.aspx?ci=9pu5*_*S9I3IlIh8XJQHHcBw*-*,a0941870fcc678700083109f5724ced6da381cf1949166f718d04055293a4240,"mrfs.csv,manifest.json"
Sierra Vista Hospital Inc,050506,(805) 546-7600,"1010 Murray Ave San Luis Obispo CA 93405, San Luis Obispo, CA, 93405",CA,https://adventisthealth.org/central-coast/,900942222_sierra-vista-hospital-inc_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSVRMSANLUISOBISPOCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/patient-resources/bill-pay/price-transparency/,d0238d36dd9b88e5f2f138f471ce30ed369cec3dd1db0618215ee63fbae03c8c,mrfs.csv
Kentfield Hospital San Francisco,052056,415-688-3200,"450 Stanyan St. 6th Floor San Francisco CA 94117, San Francisco, CA, 94117",CA,https://kentfieldsanfrancisco.org/,932713167_kentfield-hospital-san-francisco_standardcharges.csv,https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fapps.para-hcfs.com%2FPTT%2FFinalLinks%2FReports.aspx%3FdbName%3DdbKRHSFKentfieldCA%26type%3DCDMWithoutLabel%26fileType%3DCSV&data=05%7C02%7Clstark%40orchardhospital.com%7C04bf7c92ff7b40b9f4d508de5dcbe101%7C5dd9d70f719b48c2a644115f02345a69%7C0%7C0%7C639051327852687236%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=77Y8Qpp%2FCChKcGIeRmtl84YrOumA6u09jxLBysv0USM%3D&reserved=0,https://kentfieldsanfrancisco.org/price-transparency,aa5ee35b36217e73dd4c4405abd7eb6723ac3cfe80cbc5011facc064053f0080,mrfs.csv
Kentfield Hospital San Francisco,052056,415-688-3200,"450 Stanyan St 6th Floor San Francisco CA 94117, San Francisco, CA, 94117",CA,https://kentfieldsanfrancisco.org/,932713167_kentfield-hospital-san-francisco_standardcharges.csv,https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fapps.para-hcfs.com%2FPTT%2FFinalLinks%2FReports.aspx%3FdbName%3DdbKRHSFKentfieldCA%26type%3DCDMWithoutLabel%26fileType%3DCSV&data=05%7C02%7Clstark%40orchardhospital.com%7C04bf7c92ff7b40b9f4d508de5dcbe101%7C5dd9d70f719b48c2a644115f02345a69%7C0%7C0%7C639051327852687236%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=77Y8Qpp%2FCChKcGIeRmtl84YrOumA6u09jxLBysv0USM%3D&reserved=0,https://kentfieldsanfrancisco.org/price-transparency,aa5ee35b36217e73dd4c4405abd7eb6723ac3cfe80cbc5011facc064053f0080,mrfs.csv
Kentfield Rehabilitation Hospital,052043,415-456-9680,"1125 Sir Francis Drake Blvd Kentfield CA 94904, Kentfield, CA, 94904",CA,https://kentfieldhospital.org/,932713167_kentfield-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbKRHKENTFIELDCA&type=CDMWithoutLabel&fileType=CSVKENTIFIELD,https://kentfieldhospital.org/price-transparency,5b50630865c9a79974244b8a4936d85b46994c7ef08e66e3e51a3e5b57ebdfe5,mrfs.csv
Valley Children's Hospital,053300,559-353-3000,"9300 Valley Childrens Pl, Madera, CA, 93636",CA,https://www.valleychildrens.org/,94-1294954_valley-childrens-hospital_standardcharges.csv,https://share.valleychildrens.org/link/1da4f783-fbd1-4c47-b93c-18c815cfc45e,https://www.valleychildrens.org/node/1667,1c44c239d8a609e0e4cfc9394ad6be3aa518c054ba6f4e7438b6044cac2790e8,mrfs.csv
Chinese Hospital Association,050407,(415) 982-2400,"845 Jackson St San Francisco CA 94133, San Francisco, CA, 94133",CA,https://chinesehospital-sf.org/,940382780_chinese-hospital-association_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbCHSANFRANCISCOCA&type=CDMWithoutLabel&fileType=CSV,https://protect-us.mimecast.com/s/1lZ5CL9Vl8t056Auqfikw?domain=apps.para-hcfs.com,26599c77ba8419d2260d1c89f03d39f2c6c89f2f8e4a6ca20f05b4c8f9c63b2c,"mrfs.csv,manifest.json"
Hanford Community Hospital,940535360,,"115 Mall Dr Hanford CA 93230, Hanford, CA, 93230",CA,,940535360_hanford-community-hospital_standardcharges-2.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbHCMCHANFORDCA&type=CDMWithoutLabel&fileType=CSV,,3f5c6d5a6c09f9f85a8edf9f527ff1e83b03a22a77d0b552fffae40290871b97,db_only
